comentario_p1,previsao,probabilidade_de_acerto
"quando cheguei com meu pais e meu pai tem comobilidade reduzida, diabetico toma insulina injetavel, usa bengala as 06 hs da manha ele nao teve problema de entrar , 08 40 ele precisou sai do hospital para tomar cafe na volta ele foi barrado pela portaria e recepcao alegando q ja tinha uma pessoa me acompanha no caso minha mae. porem nao perceberam q ele tem reducao de movimento e usa bengala pois tem dificuldade de equilibrio, cade sensibilidade e treinamento dessa equipe?? realmente fiquei sem acao por falta de preparo. hospital tem que rever essas normas ou procedimento",QUEIXA,98.05%
atendimento,OUTROS,81.75%
fiquei perdido pois falta de orientacao correta para fazer a internacao.,QUEIXA,97.77%
muita demora na recepcao para atendimento.,QUEIXA,98.23%
minha bolsa estava estourada e eu esperei por mais de 30 minutos por atendimento.,QUEIXA,96.84%
maqueiro nao vi nenhum. quando chegamos nem quando saimos. homem como recepcionista nao funciona.,QUEIXA,97.11%
eles sao muito cara fechada mau deu um boa noite,OUTROS,70.05%
"falta de responsabilidade no envio do material colido no dia da biopsia, esqueceram de enviar na data certa 04 08 2025 so enviaram apos eu ter ido no hospital questionar 08 08 2025",QUEIXA,97.28%
"muita demora, e pouca informacao",QUEIXA,97.43%
"como sempre os funcionarios fazem pouco caso,quase nao olham na sua cara.",QUEIXA,96.22%
informacoes desencontradas,QUEIXA,94.62%
nao tenho conhecimento sobre o totem pedi ajuda pra recepcao e nao fez o acompanhamento ate o equipamento pra explicar melhor as funcoes,QUEIXA,96.98%
"tinha tido um atendimento antes referente a uma dor ... mesmo com dores no peito, fui a recepcao, e nao fui atendido. falaram que tinha que me cadastrar primeiro na maquina de totem..falei que era urgente que poderia desmaiar. falaram que mesmo assim, que eu pedisse ajuda ao acompanhante... de certa forma minha esposa ficou nervosa.. e quase nao consegue.. enfim, conseguiu.. e somente assim fui atendido. sai revoltado.. poderia ter sofrido um infarto tentando ficha no totem .. ressabiado quando fui fazer a cirurgia de varizes fui direto no totem pegar uma bendita ficha.. apos fui para recepcao. para minha surpresa, falaram que nao precisava de ficha..e oara me atender precisava cancelar a ficha. levaram muito tempo chamando varios funcionarios para cancelar a ficha... somente quando conseguiram que me atenderam..",QUEIXA,98.0%
estava com o braco quebrado. me fizeram usar o totem eu com uma dor horrivel! 1f61e,QUEIXA,96.05%
demora no atendimento,QUEIXA,97.91%
nao foi cadastrada minha biometria corretamente e por isso todos os procedimentos tinha que realizar com foto,QUEIXA,96.16%
a demora do atendimento,QUEIXA,97.61%
"1 recepcionista muito sem educacao, me parece insatisfeita ao trabalhar ai, por isso descontava nos pacientes ao chegar e precisar tirar alguma duvida, ou informacao. 2 minha internacao foi 12 00, e so foram fazer meu parto as 17 31 da tarde, fiquei 16 horas de jejum, aguardando me chamar pra realizar o parto, achei isso um descaso. meu nome mirian ferreira da silva, data da internacao 11.08.2025, internei 12 00 e parto realizado 17 31.",QUEIXA,97.93%
"estava agendado para eu chegar no hospital as 4 horas da manha, eu cheguei as 4h e fiquei 1 hora e 10 min na recepcao ate poder subir para o dayclinic",QUEIXA,98.15%
fiquei esperando e a recepcao nem me deu atencao lembrando a da internacao,QUEIXA,97.97%
a demora no atendimento,QUEIXA,97.91%
demora,QUEIXA,98.06%
"fui atendida na emergencia, com certa demora no atendimento. o maqueiro demorou a chegar.",QUEIXA,97.86%
ele nao fez cirurgia,QUEIXA,97.36%
a demora,QUEIXA,98.06%
demorou demais pra atender meu esposo,QUEIXA,96.89%
"cheguei muito cedo, antes daa 5h da manha e pra achar a entrada foi complicado, apos isso os colaboradores atenderam suas demandas sem problemas",QUEIXA,96.1%
a chegada foi boa,OUTROS,76.43%
muita demora para o plano autorizar a internacao. tambem demora nas informacoes o pior estou em sao paulo e quando vou aos laboratorios fazer exame nao tenho autorizacao no sistema aparece que estou internado ainda em manaus um absurdo e ninguem explica ontem fui obrigado a fazer um exame de nasolaringocospia particular pagando o exame uma vergonha .,QUEIXA,97.37%
tenho dpoc e tenho que subir uma rampa que so piora meu quadro e o totem ou nao funciona direito ou a recepcionista fica ajudando do guiche mesmo falando o procedimento mas nao levanta pra ajudar,QUEIXA,97.17%
ja falei com a supervisora da atendente.,QUEIXA,93.52%
cheguei com muita falta de ar dor no peito e abdominal nao colocaram como prioridade e demorou para ser atendido,QUEIXA,97.71%
fou muito demorado ate chegar a internacao,QUEIXA,97.32%
"meu convenio da direito a apto, a intervencao foi feita em enfermaria. precisei solicitar e aguardar mais de uma hora para a transferencia pro quarto.",QUEIXA,97.6%
eu falei medio nao insatisfeito. mas ok,OUTROS,84.02%
faltando ciriga,OUTROS,85.24%
nao tenho interesse,OUTROS,82.79%
"segui a sinalizacao do hospital para a realizacao do procedimento de internacao, ma ao chegar ao local fui orientada a ir para a outra recepcao. segui a orientacao, e quando eu cheguei a outra recepcao para ser atendida e informei que queria dar entrada na internacao fui informada que era no local onde eu ja tinha indo. ou seja, logo de inicio ja foi possivel observar que nao ha comunicacao entre os setores, mesmo eles sendo proximos uns dos outros.",QUEIXA,98.11%
totem esta ruim e as recepcao achou que eu estava fazendo algo errado,QUEIXA,92.66%
os funcionarios sao antipaticos,OUTROS,72.31%
"na parte da recepcao ,poderia ser mais receptivo e empatia.",QUEIXA,95.94%
bom dia,OUTROS,67.39%
pediram pra chegar 5horas e fomos atendida 8h com uma crianca em jejum,QUEIXA,95.66%
"nao achei nada demais. simplesmente peguei a senha, me colocaram a pulseira e subi pro ps go.",OUTROS,85.06%
pouco leito disponivel...tivemos dormir no pa ...pessoa idosa,QUEIXA,97.3%
a demora,QUEIXA,98.06%
nao to satisfeita nem insatisfeita,OUTROS,64.07%
fui transferida de outro hospital para o salvalus e houve muita confusao pra saber onde seria meu quarto e pra onde eu precisava ir,QUEIXA,97.24%
"falta de sensibilidade com quem chega,em busca de acolhimento",QUEIXA,97.36%
muito mal atendido,OUTROS,84.47%
bem atendido,ELOGIO,98.28%
demora,QUEIXA,98.06%
demora para fazer a cirurgia,QUEIXA,98.26%
prefiro a digital,OUTROS,89.12%
demora no atendimento medico pra marcar os exames pre operatorios e horrivel e eu tive que ir em outra cidade pra liberacao do cardiologista com o meu joelho machucado,QUEIXA,98.05%
nenhuma,OUTROS,85.55%
demora p entrar na sala de ir a sala de cirurgia. marcaram p mim esta 6 30 e qdo fui fazer a cirurgia foi quase 13 00 woman facepalming tone1,QUEIXA,97.89%
"demora no atendimento,pra marcar consulta nunca tem e o aplicativo nao pega",QUEIXA,97.56%
nao tenho interesse,OUTROS,82.79%
a recepcionista nao nos atendeu bem e a espera foi grande,QUEIXA,93.06%
nao tinha cadeira de rodas disponivel,QUEIXA,97.94%
muito desorganizado,OUTROS,73.63%
"transporte, demora no atendimento, chegamos ao hospital as 07 15h, estava marcado para as 08h e so atenderam a gente as 09 50h",QUEIXA,97.63%
muita gente mal informada,QUEIXA,95.81%
achei um pouco confuso e o fato de eu nao ter um quarto para ficar achei fora de padrao para um convenio particular.,QUEIXA,97.89%
nao gostamos do totem,QUEIXA,97.34%
medio,OUTROS,85.24%
"demorou muito , tava marcada a cirurgia pra as 10 00 e fui operado 13 30",QUEIXA,97.04%
muita demora p serbatendido,QUEIXA,98.08%
demorou a remocao,QUEIXA,96.83%
"hospital muito cheio,demora no atendimento,chegamos cedo e foi quase 12 hs de espera entre todos as etapas.",QUEIXA,96.63%
demora para dar entrada na internacao,QUEIXA,98.06%
a empresa serrano piso industrial agradece seu contato. como podemos ajudar?,OUTROS,83.2%
recepcionistas precisam dar mais atencao,QUEIXA,96.01%
"recepcionista introspectivo, poucas palavras, mal nos comprimentou",QUEIXA,96.35%
falta agilidade e suporte adequado. muitas informacoes divergentes quando solicitei apoio da recepcao,QUEIXA,95.07%
nao tenho interesse,OUTROS,82.79%
"so uma recepcionista e um seguranca pra liberar a porta,cadeira desconfortavel para aguardar",QUEIXA,96.89%
"o totem nao funciona ficamos tentando e nao funcionou, mesmo vom ajuda da recepcao. e depois tivemos que pegar a senha e iniciar tudo novamente",QUEIXA,95.55%
"na minha chegada ao hospital, tive que aguardar por bastante tempo, porque o sistema da recepcao nao estava funcionando direito, nao sei bem por qual motivo, mas tive que aguardar por bastante tempo, e tive ate a informacao que talvez tivesse que reagendar a cirurgia. eu estava em jejum e ja nervosa por causa da cirurgia, mas fiquei aguardando. entrei em contato com o meu medico e depois de algumas horas aguardando na recepcao, me informaram que daria certo de fazer a cirurgia. depois disso, correu tudo bem.",QUEIXA,98.16%
falta de educacao,QUEIXA,95.23%
pq fui transferido de ambulancia da unidade da unasp.. quando cheguei no hospital disseram que nao tinha confirmado minha internacao e tive que passar no medico como se fosse o primeiro atendimento.. sendo que sendo transferido ja era pra ter a internacao aprovada e sido levado para o quarto nao ficar na recepcao,QUEIXA,98.24%
"em casos de emergencia, o atendimento tem que ser rapido, com essa biometria, precisa tirar foto mil vezes pra conseguir liberar, o que vai estressando e decaindo quem ja esta passando mal.",QUEIXA,97.29%
"precisei de cadeiras de roda e tive q me movimentar nela, ate a entrada vizinha, pois barraram a minha entrada a equipe medica foi satisfatoria. o q nao agradou nem um pouco foi a grande demora na liberacao do marcapasso. se eu atrazar um dia no pagamento do boleto, voces ja cobram, mas nao prestam o servico adequado qdo sao demandados. infelizmente..",QUEIXA,97.84%
nenhum,QUEIXA,94.29%
nao tinha maqueiro pra nos levar da uti ate o quarto e depois tbm nao tinha pra nos levar ate a porta pra ir embora. quem nos levou foram os enfermeiros,QUEIXA,97.2%
"achei pessima a moca da triagem que e a primeira quando entramos, foi super grossa com uma senhora.",QUEIXA,95.27%
"em relacao a estrutura, achei que demorou desocupar leito cirurgico e pos cirurgico.",QUEIXA,96.94%
demora no atendimento,QUEIXA,97.91%
"como acompanhante nao fui acolhido num apartamento por ocasiao do internamento as 10h de minha esposa. permaneci numa sala de espera desconfortavel ate as 23h, so depois de implorar e reclamar bastante com os funcionarios, sendo acolhido numa enfermaria. com o medico dr luigi, tudo certo, porem a cirurgia foi cancelada duas vezes, apos a esposa ser internada e aguardado por cerca de 4h, pelo fato das proteses chegarem ao centro cirurgico contaminadas. como acompanhante fiquei aguardando numa sala de espera e nao num apto como deveria ser pois pago o plano apartamento e minha esposa dependente paciente, nao foi acolhida num apto apos sua cirurgia q acabou por volta das 17h e sim numa enfermaria por volta das 23h depois que eu falei com varios funcionarios que ficaram me jogando de um para o outro. um absurdo!",QUEIXA,97.83%
"infelizmente como o hospital e novo, ainda tem pontos a melhorar, como material de curativo e mais profissionais para um melhor atendimento sem sobrecarregar a equipe",QUEIXA,94.66%
erro de informacao de uma recepcionista,QUEIXA,97.31%
"nao tive visitas pois nao tinha leito pra ficar , e fiquei internada 4 dias no centro cirurgico",QUEIXA,97.95%
"infelizmente o hospital esta muito lotado, a demora no atendimento esta grande...",QUEIXA,95.97%
"5. recebemos alta, eu e o meu marido descemos com nossos pertences, com nosso bebe ate o carro e deixamos uma jaqueta cor bebe pesada na cadeira no guardo. foi so retornar ao guardo que a jaqueta havia desaparecido. procurei , perguntei e ninguem viu. inacreditavel uma jaqueta ter desaparecido em poucos minutos. fiquei 3 dias ligando para o otaviano neves e nada. retornei pessoalmente e nada. decepcao total.",QUEIXA,97.97%
pq quem estava na frente era o samu,QUEIXA,96.61%
nao sabemos se o totem realmente funcionava,QUEIXA,92.81%
apertei errado,ELOGIO,91.6%
recepcionista muito fria!,QUEIXA,90.49%
demora na marcacao da cirurgia,QUEIXA,97.72%
a demora pro leito,QUEIXA,97.8%
"nao estou insatisfeito apenas poderia ser melhor, como por exemplo a sala de espera antes da cirurgia, a sala de espera pre cirurgica, onde ficam muitas pessoas. no dia observei que estava faltando leitos e a equipe de enfermagem teve que improvisar....enfim",QUEIXA,97.95%
"apos o parto, fiquei horas na sala do parto aguardando um quarto, meu parto foi as 18 30 fui para quarto as 23 00 e seria otimo retirar a opcao apartamento perto da enfermaria, foi muito barulho",QUEIXA,97.45%
demora pra autorizar o procedimento,QUEIXA,97.91%
"no quarto em que fiquei tinha um barulho muito alto no andar de cima, barulho constante quase a noite toda, barulho de alguma maquina.",QUEIXA,96.92%
levei 2 meses pra encontrar a equipe medica encontrei pelas redes sociais convenio desconhece a equipe,OUTROS,82.8%
"errei a nota, era 5",OUTROS,78.39%
meu pai nao fez nenhuma cirurgia,QUEIXA,96.75%
"a operacao nao aconteceu, o medico dispensou alegando que estava com escabiose.",QUEIXA,96.26%
ok. a insatisfacao diz respeito ao atendimento na emergencia de olinda. no hospital ilha do leite o atendimento tanto na uti quanto no apartamento foi bom.,QUEIXA,92.57%
favor cancelar eu quero dizer 4,OUTROS,70.29%
horario da cirurgia nao cumprida. muitas horas de espera. falta de atencao com o acompanhante que fica estressado sem saber o q esta acontecendo. qto a equipe medica da cirurgia nao ha queixa. excelentes profissionais,QUEIXA,98.09%
"cheguei la 7 da manha, e so fui liberada depois de tres horas e pouco para cirurgia porque nas minhas duas ultimas consultas a medica que me atendeu nao deu alta em sistema, entao tive que aguentar a liberacao de alta pelos superiores",QUEIXA,97.64%
"segunda vez que preciso de internacao, e quando preciso nunca tem apartamento disponivel. a primeira vez que necessitei da internacao foi ha um ano atras. minha filha teve alta da uti neo e nao tinha apartamento disponivel, ficamos aguardando por uma semana e isso a minha filha permanecia na uti, foi necessario entrarmos com advogado para exigir tais acomodacao. e na segunda vez ja no novo hospital layr maia nao tinha tbm, ficamos numa enfermaria e depois nos levaram para uma sala de isolamento.",QUEIXA,98.15%
digitei errado,ELOGIO,91.6%
"alguns porteiro devem ser mais educados com acompantes , visitas etc...",OUTROS,78.45%
fiquei no centro cirurgico quase 1 hora aguardando liberarem a sala,QUEIXA,97.74%
"demora, dia todo, sem resolucao. tive que voltar somente 2 dias apos. desencontro de informacoes entre ambulatorio e hospital",QUEIXA,97.59%
