grupo,comentario_p1
ADMINISTRATIVO,"demora com esse sitema de vcs de internamente leitura de codigo pessimo. pessimo vcs , estao tirando a vida do meu filho , por nao querer custiar medicacoes cruciais para o tratamento dele ...."
ADMINISTRATIVO,"demora com esse sitema de vcs de internamente leitura de codigo pessimo. pessimo vcs , estao tirando a vida do meu filho , por nao querer custiar medicacoes cruciais para o tratamento dele ...."
ADMINISTRATIVO,"fiz cirurgia e meu pos colocaram uma pessoa com exame de colonoscopia pra fazer junto de mim, a pessoa defecou todo quarto, demoraram pra limpar,.alem do risco de infeccao que passei"
ADMINISTRATIVO,cheguei com contracao e houve demora pra ser atendida
ADMINISTRATIVO,"na chegada do hospital fui muito bem atendida , tudo tranquilo..porem fiquei das 9hs da manha sem bebe e comer ate as 10 hs da noite ..sei que o procedimento demanda jejum , porem o pessoal logo apos o primeiro atendimento na hora de ver meus papeis para internamento demoraram mais de 5 hs so para ver se meu plano cobria de fato o procedimento, ja estava abalada com a perda do bebe e foi um transtorno ate de fato fazerem a internacao, pois me relataram que tinham que ver se o plano cobria, um absurdo pois ja pagavamos plano ja com obstetricia e como nao iria cobrir a perda do bebe? isso se tornou chato e muito desgastante, as enfermeiras muito queridas , assim com a primeira medica, recepcionista, porteiro , e terapeutas logo depois do internamento.. com certeza espero nao precisar retornar neste hospital, devido a demora pelo internamento, deveriam ter um maneira mais eficaz... muito obrigado"
ADMINISTRATIVO,demora na espera
ADMINISTRATIVO,muito bem atendida
ADMINISTRATIVO,"sobre a espera para fazer minha cesarea, eu dei entrada no hospital entre 08 00 e 08 30, mas so fui fazer minha cesarea de 15 30 da tarde por falta de um cabo na sala de cirurgia, passei em torno de 17 horas sem me alimentar, estava a ponto de passar mal e sentindo dores."
ADMINISTRATIVO,fiquei muito satisfeita em todos os atendimentos. deus colocou pessoas abencoadas no meu caminho.
ADMINISTRATIVO,foi a falta de informacoes corretas e visitas no quarto que ficamos para apoio meu parto foi feito as 8 40 fui tomar banho eram 23h!
ADMINISTRATIVO,"uns dias atras antes da cirurgia fui na administracao do hospital para consultar a carencia, uma moca me informou que minha carencia estava zerada que eu poderia ter pelo convenio, quando foi para fazer a internacao constou carencia tive que pagar."
RECEPÇAO,so achei ate agora porque e por hora de chegada quando vou para consulta ai chegou 15 minutos mais nao sou atendida sempre falo na recepcao porque eu acho que se estou marcado para minha hora era para ser chamada so tenho essa reclamacao. mesmo assim minha nota vai ser 1.
ADMINISTRATIVO,"e depois que a prefeitura entrou no hapvida daqui do amazonas piorou bastante o atendimento, tem muita gente e vive lotado. para marcar consultas entao e um longo periodo de espera. antes era muito bom e melhor agora depois disso ta um caos.parece o sus. ajudem hapvida manaus, era tao bom."
ADMINISTRATIVO,depois da cirurgia passei 4 dias para ir para um leito. falta de comunicacao e voce fica sem saber o que acontece com os dias passando.
RECEPÇAO,demora
RECEPÇAO,demora na recepcao
RECEPÇAO,muita demora no atendimento na recepcao. vou orientando a chegar as 13h e so fui atendido as 14h.
ADMINISTRATIVO,"sim, dessa vez achei muito demorado as coisas para a internacao para subir para o quarto. meus pais tem direitos de remocao, se precisar, tivemos muita dificuldade pedir, depois de muita insistencia para que levassem meu pai para casa porque ele nao tinha forcas para ir e nem andar para dentro de uber, nossa experiencia ai no hospital infelizmente foi medio, espero que nao precisemos tao cedo, porque se precisar vou lutar pelos direitos deles, que pagam muito direitinho esse plano para nos deixar na mao, como uma ambulancia necessaria para remocao do meu pai para residencia dele, um idoso de 86 anos, queremos respeito e direitos deles grata, filha adriana do seu agenorce francisca."
ADMINISTRATIVO,sim! toda a equipe e o hospital estao de parabens! eu fui muito bem atendida do comeco ao fim.
RECEPÇAO,"filha da paciente informa que sua mae ficou aguardando ser chamada para atendimento das 7h da manha ate as 13h da tarde, em uma cadeira de plastico, disse que questionou na recepcao o porque sua mae nao poderia aguardar no apartamento, que ela pagava, foi informada pelo recepcionista que era normas da empresa, que a paciente de 81 teria que aguardar la."
ADMINISTRATIVO,"demora no atendimento! falta de seguranca no hospital falta de enfermagem, administracao pessima do hospital, falta de informacao sobre procedimentos"
RECEPÇAO,muita demora e incertezas
ADMINISTRATIVO,poderia ter mais agilidade no atendimento ! quando nao se consegue passar a digital e precisa ir ate o balcao !
RECEPÇAO,"dao tolerancia de 15 minutos, mas se voces atrasam mais de 15 minutos todo mundo e obrigado a espera. o tempo de voces nao vale mais que o do paciente"
ADMINISTRATIVO,pouca informacao para quem vai usar o hospital pela primeira vez
ADMINISTRATIVO,"o hospital e muita falta de organizacao,entre todos os funcionarios jamais recomendo este hospital pra mim"
ADMINISTRATIVO,fiz uma carta e entreguei ao diretor falando da falta de empatia e inclusive disse que a hapvida e um sus melhorado. eduardo bassani acho que e esse o nome dele
ADMINISTRATIVO,"dia 02 06 dei entrada com fratura de cotovelo, segundo o ortopedista tenho que fazer cirurgia e com 7 dias entrava em contato. dia 11 06 me ligaram para mim se internar para a cirurgia no dia 12 06, fiquei no hospital das 9 00 ate as 21 00. a enfermeira me falou que nao haveria mais cirurgia, por conta do material que nao tinha chegado, isso porque minha esposa foi ate o segundo andar perguntar, estou ate hoje aguardando por cirurgia. voce quer que eu avalie como, muito insatisfeito, porcaria de convenio nao indico para ninguem."
ADMINISTRATIVO,"muita antecedencia, para pacientes que nao moram na cidade dificulta. aparelho para medicao de glicemia com defeito"
RECEPÇAO,"demora para realizar o atendimento, sem se quer informar o paciente o motivo, cheguei bem cedo, o outros pacientes foram passando na frente."
ADMINISTRATIVO,"adorei toda experiencia, milha filha e eu fomos muito bem atendidas!"
ADMINISTRATIVO,"adorei toda experiencia, milha filha e eu fomos muito bem atendidas!"
RECEPÇAO,achei bem demorado atendimento para abertura da ficha
RECEPÇAO,a recepcao e pessima o restante foi satisfatorio
ADMINISTRATIVO,"sim. a minha mae idosa chegou na emergencia, que por sinal estava lotada, sem poltronas suficientes para o numero de pacientes. quando chegou muito mal, nao conseguia ficar sentada, entao teve que ser coloca na sala onde se realiza o exame de eletrocardiograma. e ficou la por mais da metade da noite. ela ficou em observacao e pela manha foi solicitada sua internacao, porem continuo na observacao por nao ter leitos suficientes. sem falar que faltou assistencia medica."
RECEPÇAO,demora
RECEPÇAO,demora ao atender
RECEPÇAO,demora no atendimento
ADMINISTRATIVO,nao foi bem. recebida
ADMINISTRATIVO,"o quantitativo de funcionarios nao corresponde ao numero de beneficiarios internados, de modo que tudo e muito demorado. e nao fui atendida por um especialista. so passa clinico medico"
ADMINISTRATIVO,"cheguei no horario solicitado as 3h00, estava sem sistema e a atendente buscava informacoes sobre como realizar a internacao sem sistema. o mesmo retornou as 6h45 e assim efetuaram minha internacao."
RECEPÇAO,atendimento medico pessimo
ADMINISTRATIVO,tenho uma observacao nao gostei de realizar uma cirurgia limpa e ser colocada num quarto com paciente infectado de uti.
ADMINISTRATIVO,"ficamos no quarto de observacao por 3 dias, nao surgiu leito para nos. enquanto varios que chegavam depois, subiam na nossa frente."
ADMINISTRATIVO,houve falta de informacao e leitos para as criancas que precisavam de atendimento.
ADMINISTRATIVO,sempre falta vaga em leitos para os pacientes falta de preparo e falta de empatia para com os pacientes
ADMINISTRATIVO,"atendimento pessimo , fui dopado sem meu consentimento e ja ingressei com um processo contra vcs"
RECEPÇAO,falta de comunicacao no horario agendado
TOTEM,o totem nao leu a digital do meu filho
RECEPÇAO,tivemos que chegar as 4 da manha sendo que ele entrou 8 30 para cirurgia
RECEPÇAO,cheguei as 08h porque meu parto estava agendado para as 10h fui levada para sala de parto depois das 14h
ADMINISTRATIVO,muita demora na transferencia da sala de observacao para o quarto enfermeira
ADMINISTRATIVO,"no momento que cheguei pra internacao ocorreu um problema com a vaga de internacao e demorou muito para a funcionaria resolver, embora ela tenha se esforcado bastante."
RECEPÇAO,a demora no atendimento recepcao maqueiro
RECEPÇAO,"nao foi realizado no horario marcado e minha bolsa estava rompida. o medico plantonista avaliou que estava rompida, porem entrou outra gravida na frente pois ela teve parto normal. demorou muito meu atendimento, tive que ficar com o liquido escorrendo na frente de outros pacientes, foi muito constrangedor."
ADMINISTRATIVO,"ausencia de assistencia necessaria no pos operatorio da colostomia retorno ao medico, aquisicao de material, troca e manipulacao da bolsa de colostomiae e do estoma , inclusive sendo o paciente pessoa idosa."
ADMINISTRATIVO,"nao tinha leito fiquei na uti por falta de leito o hospital nao tem condicoes de atendimento eu fiquei internada nas cadeiras de 11 da manha ate as 23h isso foi um descaso, porque pago o plano justamente para ter um acolhimento e nao tive, inclusive vou colocar na justica o descaso de voces, o hospital super lotado sem condicoes de atendimento."
RECEPÇAO,nao sabiam informar direito
ADMINISTRATIVO,a demora pra ir pro quarto
RECEPÇAO,"geralmente mal olham para o paciente. quem necessita de servicos de saude precisa pelo menos de um bom acolhimento, coisa que apenas alguns profissionais o faz."
ADMINISTRATIVO,"fiquei mais de 24 horas em uma sala , desconfortavel em uma cadeira , ja estava com dor , nao tinha leito , uma bagunca , ninguem sabia de nada , so ficou bom quando fui para o leito , mas enquanto estava a espera , nenhum banho eu pude tomar , fiquei mais de um dia sem banho sem conseguir me acomodar direito , pessimo , se eu estava com dor , do jeito que fui tratada la fiquei com dor no corpo , super desconfortavel."
RECEPÇAO,demora de atendimento para internacao
RECEPÇAO,varios erros de encaminhamento
RECEPÇAO,"recepcionista com mal atendimento, demora e recusa para passar informacoes maqueiro foi otimo!"
RECEPÇAO,demora ao ser atendido
RECEPÇAO,chegada na recepcao recepcionista nem se quer olha para voce explicacao de qualquer jeito pouca vontade etc
RECEPÇAO,eu ja tinha passado o dia todo na hapvida rio negro pra obter o diagnostico
RECEPÇAO,funcionarios muito desatento sem informacoes
ADMINISTRATIVO,um lixo esse convenio
RECEPÇAO,o tempo de espera esta fora do normal vou para o procon reclamando do atendimento de vcs
ADMINISTRATIVO,demora para internacao confusao com documentacao
ADMINISTRATIVO,"em fevereiro fiquei em um quarto com uma paciente gestante com iminencia de aborto por ma formacao congenita, e ficou ruim para ela me observar com um rn."
ADMINISTRATIVO,"os funcionarios apresentaram um despreparo no acolhimento com uma gestante ja em trabalho de parto, perguntando uns aos outros o que deveriam fazer, antes de liberar nossa entrada. fora a questao de que o hospital estava sem sistema! tambem fiquei aproximadamente 10h apos o parto ate liberarem minha internacao, trazerem minha comida e do meu acompanhante e autorizarem o aleitamento materno, pois nao saia o resultado do exame de hiv este que realizei 3 vezes durante a gestacao, um inclusive tinha 2 semanas!"
RECEPÇAO,"sim. as informacoes nao batem. cada um que vc pede informacao diz uma coisa diferente. a pessoa ja passando por um momento dificil, pq ninguem vai pra hospital emergencia por hobby. e ainda fica que nem barata tonta pra la e pra ca dentro desse hospital enorme que e o antonio prudente."
RECEPÇAO,"fui bem recepicionada, horario tranquilo sem muita gente. todos atenciosos!"
RECEPÇAO,muita demora pra entregar a senha para ter acesso ao andar de internacao
ADMINISTRATIVO,"a transferencia para a enfermaria tambem apresentou grave demora. apesar de o plano de saude cobrir integralmente esse direito, somente apos intercessao de terceiros e conhecidos dentro do hospital conseguimos acesso a vaga, sob a alegacao reiterada de inexistencia de leito disponivel. quando finalmente fomos encaminhadas a enfermaria, fomos surpreendidas ao ser alocadas em um quarto compartilhado com uma crianca positivada para influenza. alem dela, sua mae e irma ambas tambem sintomaticas permaneciam no mesmo ambiente. minha filha, ja debilitada por pneumonia, permaneceu exposta a risco adicional, e eu, gestante e sem vacinacao contra a influenza, estive igualmente em situacao de vulnerabilidade. a situacao foi reportada diversas vezes a equipe de enfermagem e a direcao do hospital, sem qualquer providencia de isolamento ou realocacao. diante desse cenario de descaso e falta de seguranca, vi me obrigada a solicitar a alta de minha filha por nao me sentir segura em manter sua permanencia no hospital. inclusive, em breve pretendo fazer a portabilidade do meu plano e dos meus 4 filhos."
